Text,URL
materials-scientists,/profile/summary/19-2032.00
mathematical-science-teachers-postsecondary,/profile/summary/25-1022.00
mathematicians,/profile/summary/15-2021.00
meat-poultry-fish-cutters-trimmers,/profile/summary/51-3022.00
mechanical-door-repairers,/profile/summary/49-9011.00
mechanical-drafters,/profile/summary/17-3013.00
mechanical-engineering-technologists-technicians,/profile/summary/17-3027.00
mechanical-engineers,/profile/summary/17-2141.00
mechatronics-engineers,/profile/summary/17-2199.05
media-programming-directors,/profile/summary/27-2012.03
media-technical-directors-managers,/profile/summary/27-2012.05
medical-clinical-laboratory-technicians,/profile/summary/29-2012.00
medical-clinical-laboratory-technologists,/profile/summary/29-2011.00
medical-health-services-managers,/profile/summary/11-9111.00
medical-appliance-technicians,/profile/summary/51-9082.00
medical-assistants,/profile/summary/31-9092.00
medical-dosimetrists,/profile/summary/29-2036.00
medical-equipment-preparers,/profile/summary/31-9093.00
medical-equipment-repairers,/profile/summary/49-9062.00
medical-records-specialists,/profile/summary/29-2072.00
medical-scientists,/profile/summary/19-1042.00
medical-secretaries-administrative-assistants,/profile/summary/43-6013.00
medical-transcriptionists,/profile/summary/31-9094.00
meeting-convention-event-planners,/profile/summary/13-1121.00
mental-health-substance-abuse-social-workers,/profile/summary/21-1023.00
mental-health-counselors,/profile/summary/21-1014.00
merchandise-displayers-window-trimmers,/profile/summary/27-1026.00
metal-refining-furnace-operators-tenders,/profile/summary/51-4051.00
meter-readers-utilities,/profile/summary/43-5041.00
microbiologists,/profile/summary/19-1022.00
microsystems-engineers,/profile/summary/17-2199.06
middle-school-teachers,/profile/summary/25-2022.00
midwives,/profile/summary/29-9099.01
milling-planing-machine-setters-operators-tenders-metal-plastic,/profile/summary/51-4035.00
millwrights,/profile/summary/49-9044.00
mining-geological-engineers-including-mining-safety-engineers,/profile/summary/17-2151.00
mixing-blending-machine-setters-operators-tenders,/profile/summary/51-9023.00
mobile-heavy-equipment-mechanics,/profile/summary/49-3042.00
model-makers-metal-plastic,/profile/summary/51-4061.00
model-makers-wood,/profile/summary/51-7031.00
models,/profile/summary/41-9012.00
molders-shapers-casters,/profile/summary/51-9195.00
molding-coremaking-casting-machine-setters-operators-tenders-metal-plastic,/profile/summary/51-4072.00
molecular-cellular-biologists,/profile/summary/19-1029.02
morticians-undertakers-funeral-arrangers,/profile/summary/39-4031.00
motion-picture-projectionists,/profile/summary/39-3021.00
motorboat-mechanics-service-technicians,/profile/summary/49-3051.00
motorboat-operators,/profile/summary/53-5022.00
motorcycle-mechanics,/profile/summary/49-3052.00
multiple-machine-tool-setters-operators-tenders-metal-plastic,/profile/summary/51-4081.00
museum-technicians-conservators,/profile/summary/25-4013.00
music-directors-composers,/profile/summary/27-2041.00
music-therapists,/profile/summary/29-1129.02
musical-instrument-repairers-tuners,/profile/summary/49-9063.00
musicians-singers,/profile/summary/27-2042.00
nannies,/profile/summary/39-9011.01
nanosystems-engineers,/profile/summary/17-2199.09
nanotechnology-engineering-technologists-technicians,/profile/summary/17-3026.01
natural-sciences-managers,/profile/summary/11-9121.00
naturopathic-physicians,/profile/summary/29-1299.01
network-computer-systems-administrators,/profile/summary/15-1244.00
neurodiagnostic-technologists,/profile/summary/29-2099.01
neurologists,/profile/summary/29-1217.00
neuropsychologists,/profile/summary/19-3039.02
new-accounts-clerks,/profile/summary/43-4141.00
news-analysts-reporters-journalists,/profile/summary/27-3023.00
non-destructive-testing-specialists,/profile/summary/17-3029.01
nuclear-engineers,/profile/summary/17-2161.00
nuclear-medicine-technologists,/profile/summary/29-2033.00
nuclear-monitoring-technicians,/profile/summary/19-4051.02
nuclear-power-reactor-operators,/profile/summary/51-8011.00
nuclear-technicians,/profile/summary/19-4051.00
nurse-anesthetists,/profile/summary/29-1151.00
nurse-midwives,/profile/summary/29-1161.00
nurse-practitioners,/profile/summary/29-1171.00
nursing-assistants,/profile/summary/31-1131.00
nursing-instructors-teachers-postsecondary,/profile/summary/25-1072.00
obstetricians-gynecologists,/profile/summary/29-1218.00
occupational-health-safety-specialists,/profile/summary/19-5011.00
occupational-health-safety-technicians,/profile/summary/19-5012.00
occupational-therapists,/profile/summary/29-1122.00
occupational-therapy-aides,/profile/summary/31-2012.00
occupational-therapy-assistants,/profile/summary/31-2011.00
office-clerks-general,/profile/summary/43-9061.00
office-machine-operators,/profile/summary/43-9071.00
online-merchants,/profile/summary/13-1199.06
operating-engineers-other-construction-equipment-operators,/profile/summary/47-2073.00
operations-research-analysts,/profile/summary/15-2031.00
ophthalmic-laboratory-technicians,/profile/summary/51-9083.00
ophthalmic-medical-technicians,/profile/summary/29-2057.00
ophthalmic-medical-technologists,/profile/summary/29-2099.05
ophthalmologists,/profile/summary/29-1241.00
opticians-dispensing,/profile/summary/29-2081.00
optometrists,/profile/summary/29-1041.00
oral-maxillofacial-surgeons,/profile/summary/29-1022.00
order-clerks,/profile/summary/43-4151.00
orderlies,/profile/summary/31-1132.00
orthodontists,/profile/summary/29-1023.00
orthopedic-surgeons,/profile/summary/29-1242.00
orthoptists,/profile/summary/29-1299.02
orthotists-prosthetists,/profile/summary/29-2091.00
outdoor-power-equipment-other-small-engine-mechanics,/profile/summary/49-3053.00
packaging-filling-machine-operators-tenders,/profile/summary/51-9111.00
packers-packagers-hand,/profile/summary/53-7064.00
painters-construction-maintenance,/profile/summary/47-2141.00
painting-coating-decorating-workers,/profile/summary/51-9123.00
paper-goods-machine-setters-operators-tenders,/profile/summary/51-9196.00
paperhangers,/profile/summary/47-2142.00
paralegals-legal-assistants,/profile/summary/23-2011.00
paramedics,/profile/summary/29-2043.00
park-naturalists,/profile/summary/19-1031.03
parking-attendants,/profile/summary/53-6021.00
parking-enforcement-workers,/profile/summary/33-3041.00
parts-salespersons,/profile/summary/41-2022.00
passenger-attendants,/profile/summary/53-6061.00
patient-representatives,/profile/summary/29-2099.08
patternmakers-metal-plastic,/profile/summary/51-4062.00
patternmakers-wood,/profile/summary/51-7032.00
paving-surfacing-tamping-equipment-operators,/profile/summary/47-2071.00
payroll-timekeeping-clerks,/profile/summary/43-3051.00
pediatric-surgeons,/profile/summary/29-1243.00
pediatricians-general,/profile/summary/29-1221.00
penetration-testers,/profile/summary/15-1299.04
personal-care-aides,/profile/summary/31-1122.00
personal-financial-advisors,/profile/summary/13-2052.00
pest-control-workers,/profile/summary/37-2021.00
pesticide-handlers-sprayers-applicators-vegetation,/profile/summary/37-3012.00
petroleum-engineers,/profile/summary/17-2171.00
petroleum-pump-system-operators-refinery-operators-gaugers,/profile/summary/51-8093.00
pharmacists,/profile/summary/29-1051.00
pharmacy-aides,/profile/summary/31-9095.00
pharmacy-technicians,/profile/summary/29-2052.00
philosophy-religion-teachers-postsecondary,/profile/summary/25-1126.00
phlebotomists,/profile/summary/31-9097.00
photographers,/profile/summary/27-4021.00
photographic-process-workers-processing-machine-operators,/profile/summary/51-9151.00
photonics-engineers,/profile/summary/17-2199.07
photonics-technicians,/profile/summary/17-3029.08
physical-medicine-rehabilitation-physicians,/profile/summary/29-1229.04
physical-therapist-aides,/profile/summary/31-2022.00
physical-therapist-assistants,/profile/summary/31-2021.00
physical-therapists,/profile/summary/29-1123.00
physician-assistants,/profile/summary/29-1071.00
physicians-pathologists,/profile/summary/29-1222.00
physicists,/profile/summary/19-2012.00
physics-teachers-postsecondary,/profile/summary/25-1054.00
pile-driver-operators,/profile/summary/47-2072.00
pipelayers,/profile/summary/47-2151.00
plasterers-stucco-masons,/profile/summary/47-2161.00
plating-machine-setters-operators-tenders-metal-plastic,/profile/summary/51-4193.00
plumbers-pipefitters-steamfitters,/profile/summary/47-2152.00
podiatrists,/profile/summary/29-1081.00
poets-lyricists-creative-writers,/profile/summary/27-3043.05
police-sheriff's-patrol-officers,/profile/summary/33-3051.00
police-identification-records-officers,/profile/summary/33-3021.02
political-science-teachers-postsecondary,/profile/summary/25-1065.00
political-scientists,/profile/summary/19-3094.00
postal-service-clerks,/profile/summary/43-5051.00
postal-service-mail-carriers,/profile/summary/43-5052.00
postal-service-mail-sorters-processors-processing-machine-operators,/profile/summary/43-5053.00
postmasters-mail-superintendents,/profile/summary/11-9131.00
potters-manufacturing,/profile/summary/51-9195.05
pourers-casters-metal,/profile/summary/51-4052.00
power-distributors-dispatchers,/profile/summary/51-8012.00
power-plant-operators,/profile/summary/51-8013.00
precision-agriculture-technicians,/profile/summary/19-4012.01
prepress-technicians-workers,/profile/summary/51-5111.00
preschool-teachers,/profile/summary/25-2011.00
pressers-textile-garment-related-materials,/profile/summary/51-6021.00
preventive-medicine-physicians,/profile/summary/29-1229.05
print-binding-finishing-workers,/profile/summary/51-5113.00
printing-press-operators,/profile/summary/51-5112.00
private-detectives-investigators,/profile/summary/33-9021.00
probation-officers-correctional-treatment-specialists,/profile/summary/21-1092.00
procurement-clerks,/profile/summary/43-3061.00
producers-directors,/profile/summary/27-2012.00
production-planning-expediting-clerks,/profile/summary/43-5061.00
project-management-specialists,/profile/summary/13-1082.00
proofreaders-copy-markers,/profile/summary/43-9081.00
property-real-estate-community-association-managers,/profile/summary/11-9141.00
prosthodontists,/profile/summary/29-1024.00
psychiatric-aides,/profile/summary/31-1133.00
psychiatric-technicians,/profile/summary/29-2053.00
psychiatrists,/profile/summary/29-1223.00
psychology-teachers-postsecondary,/profile/summary/25-1066.00
public-relations-managers,/profile/summary/11-2032.00
public-relations-specialists,/profile/summary/27-3031.00
public-safety-telecommunicators,/profile/summary/43-5031.00
pump-operators,/profile/summary/53-7072.00
purchasing-agents,/profile/summary/13-1023.00
purchasing-managers,/profile/summary/11-3061.00
quality-control-analysts,/profile/summary/19-4099.01
quality-control-systems-managers,/profile/summary/11-3051.01
radiation-therapists,/profile/summary/29-1124.00
radio-frequency-identification-device-specialists,/profile/summary/17-2072.01
radio-cellular-tower-equipment-installers-repairers,/profile/summary/49-2021.00
radiologic-technologists-technicians,/profile/summary/29-2034.00
radiologists,/profile/summary/29-1224.00
rail-car-repairers,/profile/summary/49-3043.00
rail-yard-engineers-dinkey-operators-hostlers,/profile/summary/53-4013.00
rail-track-laying-maintenance-equipment-operators,/profile/summary/47-4061.00
railroad-brake-signal-switch-operators-locomotive-firers,/profile/summary/53-4022.00
railroad-conductors-yardmasters,/profile/summary/53-4031.00
range-managers,/profile/summary/19-1031.02
real-estate-brokers,/profile/summary/41-9021.00
real-estate-sales-agents,/profile/summary/41-9022.00
receptionists-information-clerks,/profile/summary/43-4171.00
recreation-fitness-studies-teachers-postsecondary,/profile/summary/25-1193.00
recreation-workers,/profile/summary/39-9032.00
recreational-therapists,/profile/summary/29-1125.00
recreational-vehicle-service-technicians,/profile/summary/49-3092.00
recycling-reclamation-workers,/profile/summary/53-7062.04
recycling-coordinators,/profile/summary/53-1042.01
refractory-materials-repairers,/profile/summary/49-9045.00
refuse-recyclable-material-collectors,/profile/summary/53-7081.00
registered-nurses,/profile/summary/29-1141.00
regulatory-affairs-managers,/profile/summary/11-9199.01
regulatory-affairs-specialists,/profile/summary/13-1041.07
rehabilitation-counselors,/profile/summary/21-1015.00
reinforcing-iron-rebar-workers,/profile/summary/47-2171.00
remote-sensing-scientists-technologists,/profile/summary/19-2099.01
remote-sensing-technicians,/profile/summary/19-4099.03
reservation-transportation-ticket-agents-travel-clerks,/profile/summary/43-4181.00
residential-advisors,/profile/summary/39-9041.00
respiratory-therapists,/profile/summary/29-1126.00
retail-loss-prevention-specialists,/profile/summary/33-9099.02
retail-salespersons,/profile/summary/41-2031.00
riggers,/profile/summary/49-9096.00
robotics-engineers,/profile/summary/17-2199.08
robotics-technicians,/profile/summary/17-3024.01
rock-splitters-quarry,/profile/summary/47-5051.00
rolling-machine-setters-operators-tenders-metal-plastic,/profile/summary/51-4023.00
roof-bolters-mining,/profile/summary/47-5043.00
roofers,/profile/summary/47-2181.00
rotary-drill-operators-oil-gas,/profile/summary/47-5012.00
roustabouts-oil-gas,/profile/summary/47-5071.00
sailors-marine-oilers,/profile/summary/53-5011.00
sales-engineers,/profile/summary/41-9031.00
sales-managers,/profile/summary/11-2022.00
sales-representatives-of-services,/profile/summary/41-3091.00
sales-representatives-wholesale-manufacturing,/profile/summary/41-4012.00
sales-representatives-wholesale-manufacturing-technical-scientific-products,/profile/summary/41-4011.00
sawing-machine-setters-operators-tenders-wood,/profile/summary/51-7041.00
school-bus-monitors,/profile/summary/33-9094.00
school-psychologists,/profile/summary/19-3034.00
search-marketing-strategists,/profile/summary/13-1161.01
secondary-school-teachers,/profile/summary/25-2031.00
secretaries-administrative-assistants,/profile/summary/43-6014.00
securities-commodities-financial-services-sales-agents,/profile/summary/41-3031.00
security-fire-alarm-systems-installers,/profile/summary/49-2098.00
security-guards,/profile/summary/33-9032.00
security-management-specialists,/profile/summary/13-1199.07
security-managers,/profile/summary/11-3013.01
segmental-pavers,/profile/summary/47-4091.00
self-enrichment-teachers,/profile/summary/25-3021.00
semiconductor-processing-technicians,/profile/summary/51-9141.00
separating-filtering-clarifying-precipitating-still-machine-setters-operators-tenders,/profile/summary/51-9012.00
septic-tank-servicers-sewer-pipe-cleaners,/profile/summary/47-4071.00
service-unit-operators-oil-gas,/profile/summary/47-5013.00
set-exhibit-designers,/profile/summary/27-1027.00
sewers-hand,/profile/summary/51-6051.00
sewing-machine-operators,/profile/summary/51-6031.00
shampooers,/profile/summary/39-5093.00
sheet-metal-workers,/profile/summary/47-2211.00
ship-engineers,/profile/summary/53-5031.00
shipping-receiving-inventory-clerks,/profile/summary/43-5071.00
shoe-leather-workers-repairers,/profile/summary/51-6041.00
shoe-machine-operators-tenders,/profile/summary/51-6042.00
shuttle-drivers-chauffeurs,/profile/summary/53-3053.00
signal-track-switch-repairers,/profile/summary/49-9097.00
skincare-specialists,/profile/summary/39-5094.00
slaughterers-meat-packers,/profile/summary/51-3023.00
social-community-service-managers,/profile/summary/11-9151.00
social-human-service-assistants,/profile/summary/21-1093.00
social-science-research-assistants,/profile/summary/19-4061.00
social-work-teachers-postsecondary,/profile/summary/25-1113.00
sociologists,/profile/summary/19-3041.00
sociology-teachers-postsecondary,/profile/summary/25-1067.00
software-developers,/profile/summary/15-1252.00
software-quality-assurance-analysts-testers,/profile/summary/15-1253.00
soil-plant-scientists,/profile/summary/19-1013.00
solar-energy-installation-managers,/profile/summary/47-1011.03
solar-energy-systems-engineers,/profile/summary/17-2199.11
solar-photovoltaic-installers,/profile/summary/47-2231.00
solar-sales-representatives-assessors,/profile/summary/41-4011.07
solar-thermal-installers-technicians,/profile/summary/47-2152.04
sound-engineering-technicians,/profile/summary/27-4014.00
spa-managers,/profile/summary/11-9179.02
special-education-teachers-elementary-school,/profile/summary/25-2056.00
special-education-teachers-kindergarten,/profile/summary/25-2055.00
special-education-teachers-middle-school,/profile/summary/25-2057.00
special-education-teachers-preschool,/profile/summary/25-2051.00
special-education-teachers-secondary-school,/profile/summary/25-2058.00
special-effects-artists-animators,/profile/summary/27-1014.00
speech-language-pathologists,/profile/summary/29-1127.00
speech-language-pathology-assistants,/profile/summary/31-9099.01
sports-medicine-physicians,/profile/summary/29-1229.06
stationary-engineers-boiler-operators,/profile/summary/51-8021.00
statistical-assistants,/profile/summary/43-9111.00
statisticians,/profile/summary/15-2041.00
stockers-order-fillers,/profile/summary/53-7065.00
stone-cutters-carvers-manufacturing,/profile/summary/51-9195.03
stonemasons,/profile/summary/47-2022.00
structural-iron-steel-workers,/profile/summary/47-2221.00
structural-metal-fabricators-fitters,/profile/summary/51-2041.00
substance-abuse-behavioral-disorder-counselors,/profile/summary/21-1011.00
substitute-teachers-short-term,/profile/summary/25-3031.00
subway-streetcar-operators,/profile/summary/53-4041.00
supply-chain-managers,/profile/summary/11-3071.04
surgical-assistants,/profile/summary/29-9093.00
surgical-technologists,/profile/summary/29-2055.00
survey-researchers,/profile/summary/19-3022.00
surveying-mapping-technicians,/profile/summary/17-3031.00
surveyors,/profile/summary/17-1022.00
sustainability-specialists,/profile/summary/13-1199.05
switchboard-operators-including-answering-service,/profile/summary/43-2011.00
tailors-dressmakers-custom-sewers,/profile/summary/51-6052.00
talent-directors,/profile/summary/27-2012.04
tank-car-truck-ship-loaders,/profile/summary/53-7121.00
tapers,/profile/summary/47-2082.00
tax-examiners-collectors-revenue-agents,/profile/summary/13-2081.00
tax-preparers,/profile/summary/13-2082.00
taxi-drivers,/profile/summary/53-3054.00
teaching-assistants-postsecondary,/profile/summary/25-9044.00
teaching-assistants-preschool-elementary-middle-secondary-school,/profile/summary/25-9042.00
teaching-assistants-special-education,/profile/summary/25-9043.00
team-assemblers,/profile/summary/51-2092.00
technical-writers,/profile/summary/27-3042.00
telecommunications-engineering-specialists,/profile/summary/15-1241.01
telecommunications-equipment-installers-repairers,/profile/summary/49-2022.00
telecommunications-line-installers-repairers,/profile/summary/49-9052.00
telemarketers,/profile/summary/41-9041.00
telephone-operators,/profile/summary/43-2021.00
tellers,/profile/summary/43-3071.00
terrazzo-workers-finishers,/profile/summary/47-2053.00
textile-bleaching-dyeing-machine-operators-tenders,/profile/summary/51-6061.00
textile-cutting-machine-setters-operators-tenders,/profile/summary/51-6062.00
textile-knitting-weaving-machine-setters-operators-tenders,/profile/summary/51-6063.00
textile-winding-twisting-drawing-out-machine-setters-operators-tenders,/profile/summary/51-6064.00
tile-stone-setters,/profile/summary/47-2044.00
timing-device-assemblers-adjusters,/profile/summary/51-2061.00
tire-builders,/profile/summary/51-9197.00
tire-repairers-changers,/profile/summary/49-3093.00
title-examiners-abstractors-searchers,/profile/summary/23-2093.00
tool-die-makers,/profile/summary/51-4111.00
tool-grinders-filers-sharpeners,/profile/summary/51-4194.00
tour-guides-escorts,/profile/summary/39-7011.00
traffic-technicians,/profile/summary/53-6041.00
training-development-managers,/profile/summary/11-3131.00
training-development-specialists,/profile/summary/13-1151.00
transit-railroad-police,/profile/summary/33-3052.00
transportation-engineers,/profile/summary/17-2051.01
transportation-inspectors,/profile/summary/53-6051.00
transportation-planners,/profile/summary/19-3099.01
transportation-security-screeners,/profile/summary/33-9093.00
transportation-vehicle-equipment-systems-inspectors,/profile/summary/53-6051.07
transportation-storage-distribution-managers,/profile/summary/11-3071.00
travel-agents,/profile/summary/41-3041.00
travel-guides,/profile/summary/39-7012.00
treasurers-controllers,/profile/summary/11-3031.01
tree-trimmers-pruners,/profile/summary/37-3013.00
tutors,/profile/summary/25-3041.00
umpires-referees-other-sports-officials,/profile/summary/27-2023.00
upholsterers,/profile/summary/51-6093.00
urban-regional-planners,/profile/summary/19-3051.00
urologists,/profile/summary/29-1229.03
ushers-lobby-attendants-ticket-takers,/profile/summary/39-3031.00
validation-engineers,/profile/summary/17-2112.02
veterinarians,/profile/summary/29-1131.00
veterinary-assistants-laboratory-animal-caretakers,/profile/summary/31-9096.00
veterinary-technologists-technicians,/profile/summary/29-2056.00
video-game-designers,/profile/summary/15-1255.01
waiters-waitresses,/profile/summary/35-3031.00
watch-clock-repairers,/profile/summary/49-9064.00
water-wastewater-treatment-plant-system-operators,/profile/summary/51-8031.00
water-resource-specialists,/profile/summary/11-9121.02
water-wastewater-engineers,/profile/summary/17-2051.02
weatherization-installers-technicians,/profile/summary/47-4099.03
web-digital-interface-designers,/profile/summary/15-1255.00
web-administrators,/profile/summary/15-1299.01
web-developers,/profile/summary/15-1254.00
weighers-measurers-checkers-samplers-recordkeeping,/profile/summary/43-5111.00
welders-cutters-solderers-brazers,/profile/summary/51-4121.00
welding-soldering-brazing-machine-setters-operators-tenders,/profile/summary/51-4122.00
wellhead-pumpers,/profile/summary/53-7073.00
wholesale-retail-buyers,/profile/summary/13-1022.00
wind-energy-development-managers,/profile/summary/11-9199.10
wind-energy-engineers,/profile/summary/17-2199.10
wind-energy-operations-managers,/profile/summary/11-9199.09
wind-turbine-service-technicians,/profile/summary/49-9081.00
woodworking-machine-setters-operators-tenders,/profile/summary/51-7042.00
word-processors-typists,/profile/summary/43-9022.00
writers-authors,/profile/summary/27-3043.00
zoologists-wildlife-biologists,/profile/summary/19-1023.00
